ERR1110319_Contig_40236_9.21419:1.2896	ERR1110319_Contig_40236_9.21419:1.2896	100.000	873	0	0	3	2621	3	2621	0.0	1998
ERR1110319_Contig_40236_9.21419:1.2896	ERR1110319_Contig_4411_6.86968:1.1570	45.161	31	17	0	1980	2072	838	930	8.09e-04	41.3
ERR1110319_Contig_85664_24.3906:1.1167	ERR1110319_Contig_85664_24.3906:1.1167	100.000	301	0	0	223	1125	223	1125	0.0	632
ERR1110319_Contig_37216_12.7498:1.1359	ERR1110319_Contig_37216_12.7498:1.1359	100.000	356	0	0	1070	3	1070	3	0.0	816
ERR1110319_Contig_37216_12.7498:1.1359	ERR1110319_Contig_82436_9.447:1.1369	62.209	172	65	0	9	524	730	215	8.86e-87	270
ERR1110319_Contig_37216_12.7498:1.1359	ERR1136663_Contig_67446_34.9656:1.5928	30.952	42	29	0	912	1037	4012	3887	6.76e-07	31.2
ERR1110319_Contig_39576_28.3082:1.2032	ERR1110319_Contig_39576_28.3082:1.2032	100.000	677	0	0	1	2031	1	2031	0.0	1678
ERR1110319_Contig_39576_28.3082:1.2032	ERR1110319_Contig_758_22.5523:1.2238	54.839	31	14	0	10	102	60	152	2.99e-22	56.0
ERR1110319_Contig_86348_23.428:1.1048	ERR1110319_Contig_86348_23.428:1.1048	100.000	349	0	0	1048	2	1048	2	0.0	839
ERR1110319_Contig_82565_26.7636:1.1010	ERR1110319_Contig_82565_26.7636:1.1010	100.000	336	0	0	2	1009	2	1009	0.0	788
ERR1110319_Contig_51967_48.8511:1.1545	ERR1110319_Contig_51967_48.8511:1.1545	100.000	514	0	0	1543	2	1543	2	0.0	1210
ERR1110319_Contig_51967_48.8511:1.1545	ERR1121418_Contig_50762_14.2059:1.4789	96.417	307	11	0	587	1507	534	1454	0.0	658
ERR1110319_Contig_33821_27.0445:1.2041	ERR1110319_Contig_33821_27.0445:1.2041	100.000	679	0	0	3	2039	3	2039	0.0	1577
ERR1110319_Contig_48795_30.9467:1.1277	ERR1110319_Contig_48795_30.9467:1.1277	100.000	425	0	0	1275	1	1275	1	0.0	1020
ERR1110319_Contig_48795_30.9467:1.1277	ERR1110319_Contig_59172_5.03562:1.1171	30.303	66	46	0	621	424	70	267	2.82e-07	51.5
ERR1110319_Contig_79925_54.7577:1.2067	ERR1110319_Contig_79925_54.7577:1.2067	100.000	396	0	0	785	1972	785	1972	0.0	966
ERR1110319_Contig_85210_54.9045:1.1444	ERR1110319_Contig_85210_54.9045:1.1444	100.000	481	0	0	1	1443	1	1443	0.0	1067
ERR1110319_Contig_62743_51.4489:1.1586	ERR1110319_Contig_62743_51.4489:1.1586	100.000	528	0	0	3	1586	3	1586	0.0	1147
ERR1110319_Contig_62743_51.4489:1.1586	ERR1136663_Contig_17787_5.58077:1.1091	99.714	350	1	0	537	1586	3	1052	0.0	743
ERR1110319_Contig_60322_58.9041:1.1959	ERR1110319_Contig_60322_58.9041:1.1959	100.000	501	0	0	1	1503	1	1503	0.0	1168
ERR1110319_Contig_79297_61.698:1.1341	ERR1110319_Contig_79297_61.698:1.1341	100.000	333	0	0	999	1	999	1	0.0	772
ERR1110319_Contig_8663_61.8378:1.1284	ERR1110319_Contig_8663_61.8378:1.1284	100.000	427	0	0	2	1282	2	1282	0.0	911
ERR1110319_Contig_44713_52.4439:1.1491	ERR1110319_Contig_44713_52.4439:1.1491	100.000	496	0	0	3	1490	3	1490	0.0	1186
ERR1110319_Contig_44713_52.4439:1.1491	ERR1110319_Contig_65648_59.5396:1.1056	72.000	25	7	0	297	371	349	423	3.15e-11	48.3
ERR1110319_Contig_81626_47.0891:1.1603	ERR1110319_Contig_81626_47.0891:1.1603	100.000	534	0	0	1602	1	1602	1	0.0	1284
ERR1110319_Contig_81626_47.0891:1.1603	ERR1110319_Contig_7453_42.4931:1.2129	56.000	50	22	0	1407	1556	37	186	5.16e-07	51.0
ERR1110319_Contig_50129_53.7668:1.4231	ERR1110319_Contig_50129_53.7668:1.4231	100.000	713	0	0	2966	828	2966	828	0.0	1650
ERR1110319_Contig_50129_53.7668:1.4231	ERR1110319_Contig_82259_23.3408:1.3479	33.784	74	49	0	3414	3193	1430	1209	8.32e-25	58.3
ERR1110319_Contig_50129_53.7668:1.4231	ERR1110319_Contig_67924_58.9113:1.1744	40.351	57	34	0	2066	1896	1260	1430	1.22e-08	57.9
ERR1110319_Contig_68985_48.2806:1.1228	ERR1110319_Contig_68985_48.2806:1.1228	100.000	375	0	0	2	1126	2	1126	0.0	840
ERR1110319_Contig_68985_48.2806:1.1228	ERR1121418_Contig_51103_14.5327:1.1871	78.947	19	4	0	573	517	1870	1814	5.76e-04	40.5
ERR1110319_Contig_7371_98.5881:1.1994	ERR1110319_Contig_7371_98.5881:1.1994	100.000	323	0	0	1994	1026	1994	1026	0.0	555
ERR1110319_Contig_7371_98.5881:1.1994	ERR1110319_Contig_6292_49.4481:1.4916	28.750	80	57	0	932	693	2336	2575	2.90e-13	47.8
ERR1110319_Contig_46206_23.9922:1.1294	ERR1110319_Contig_46206_23.9922:1.1294	100.000	353	0	0	3	1061	3	1061	0.0	822
ERR1110319_Contig_46206_23.9922:1.1294	ERR1110319_Contig_56576_6.89756:1.1455	53.165	79	37	0	9	245	404	640	7.27e-41	106
ERR1110319_Contig_32894_50.7395:1.1467	ERR1110319_Contig_32894_50.7395:1.1467	100.000	211	0	0	3	635	3	635	0.0	518
ERR1110319_Contig_32894_50.7395:1.1467	ERR1110319_Contig_5773_20.1927:1.1774	51.724	29	14	0	941	855	1384	1470	1.26e-08	37.5
ERR1110319_Contig_45182_9.93849:1.1223	ERR1110319_Contig_45182_9.93849:1.1223	100.000	407	0	0	2	1222	2	1222	0.0	967
ERR1110319_Contig_7122_58.7964:1.3252	ERR1110319_Contig_7122_58.7964:1.3252	100.000	1084	0	0	1	3252	1	3252	0.0	2504
ERR1110319_Contig_65756_54.7061:1.1085	ERR1110319_Contig_65756_54.7061:1.1085	100.000	361	0	0	3	1085	3	1085	0.0	886
ERR1110319_Contig_84730_55.2222:1.1609	ERR1110319_Contig_84730_55.2222:1.1609	100.000	266	0	0	3	800	3	800	0.0	654
ERR1110319_Contig_9790_13.6291:1.1085	ERR1110319_Contig_9790_13.6291:1.1085	100.000	361	0	0	2	1084	2	1084	0.0	774
ERR1110319_Contig_7453_42.4931:1.2129	ERR1110319_Contig_7453_42.4931:1.2129	100.000	709	0	0	1	2127	1	2127	0.0	1605
ERR1110319_Contig_7453_42.4931:1.2129	ERR1110319_Contig_81626_47.0891:1.1603	56.000	50	22	0	37	186	1407	1556	1.46e-14	76.5
ERR1110319_Contig_7453_42.4931:1.2129	ERR1121418_Contig_4645_15.0147:1.3364	50.000	26	13	0	34	111	2401	2478	2.63e-04	42.5
ERR1110319_Contig_7453_42.4931:1.2129	ERR1110319_Contig_6435_48.9668:1.1284	50.000	26	13	0	34	111	349	426	3.60e-04	42.0
ERR1110319_Contig_7453_42.4931:1.2129	ERR1110319_Contig_42926_43.7437:1.1815	50.000	32	16	0	1663	1758	249	344	9.51e-07	41.1
ERR1110319_Contig_79712_64.1447:1.2390	ERR1110319_Contig_79712_64.1447:1.2390	100.000	628	0	0	1	1884	1	1884	0.0	1381
ERR1110319_Contig_79712_64.1447:1.2390	ERR1110319_Contig_7904_60.8357:1.2327	56.881	109	47	0	1324	1650	3	329	7.20e-51	160
ERR1110319_Contig_79712_64.1447:1.2390	ERR1110319_Contig_44085_62.2377:1.1968	44.565	92	51	0	1369	1644	1705	1430	3.29e-24	108
ERR1110319_Contig_86448_17.1658:1.1606	ERR1110319_Contig_86448_17.1658:1.1606	100.000	535	0	0	1606	2	1606	2	0.0	1219
ERR1110319_Contig_67924_58.9113:1.1744	ERR1110319_Contig_67924_58.9113:1.1744	100.000	581	0	0	2	1744	2	1744	0.0	1361
ERR1110319_Contig_67924_58.9113:1.1744	ERR1110319_Contig_50129_53.7668:1.4231	40.351	57	34	0	1260	1430	2066	1896	4.82e-09	57.9
ERR1110319_Contig_52368_9.87714:1.1013	ERR1110319_Contig_52368_9.87714:1.1013	100.000	337	0	0	2	1012	2	1012	0.0	813
ERR1110319_Contig_52368_9.87714:1.1013	ERR1110319_Contig_61552_22.8739:1.1003	94.444	18	1	0	2	55	727	780	3.84e-08	42.8
ERR1110319_Contig_39623_58.2272:1.2199	ERR1110319_Contig_39623_58.2272:1.2199	100.000	410	0	0	1231	2	1231	2	0.0	933
ERR1110319_Contig_39623_58.2272:1.2199	ERR1110319_Contig_50267_53.3333:1.1202	41.667	36	21	0	953	1060	10	117	1.71e-05	42.3
ERR1110319_Contig_39623_58.2272:1.2199	ERR1110319_Contig_79180_57.4181:1.1247	48.485	33	17	0	953	1051	10	108	2.38e-05	46.0
ERR1110319_Contig_63521_53.3795:1.1227	ERR1110319_Contig_63521_53.3795:1.1227	100.000	408	0	0	3	1226	3	1226	0.0	866
