GU247133.1	DQ398046.1	99.494	51569	233	10	1	51562	1	51548	0.0	93759
GU247133.1	DQ398046.1	98.692	7719	95	4	57822	65538	57405	65119	0.0	13690
GU247133.1	DQ398046.1	99.825	3999	7	0	51867	55865	51550	55548	0.0	7347
GU247133.1	DQ398046.1	99.583	2876	10	2	65696	68569	65552	68427	0.0	5243
GU247133.1	DQ398046.1	99.505	202	1	0	57626	57827	57035	57236	5.13e-102	368
GU247133.1	DQ398046.1	98.876	89	1	0	56177	56265	55570	55658	3.36e-39	159
GU247133.1	DQ398046.1	91.765	85	4	2	61971	62052	60868	60952	7.38e-26	115
GU247133.1	DQ398046.1	91.765	85	4	2	61289	61373	61550	61631	7.38e-26	115
GU247133.1	DQ398046.1	89.552	67	5	1	20131	20195	2428	2362	2.08e-16	84.2
GU247133.1	DQ398046.1	89.552	67	5	1	2362	2428	20184	20120	2.08e-16	84.2
GU247133.1	DQ398046.1	86.667	75	7	2	40436	40508	2429	2356	2.69e-15	80.5
GU247133.1	DQ398046.1	87.324	71	7	2	65403	65472	40421	40490	2.69e-15	80.5
GU247133.1	DQ398046.1	86.667	75	7	2	2356	2429	40494	40422	2.69e-15	80.5
GU247133.1	DQ398046.1	87.324	71	7	2	40435	40504	64983	65052	2.69e-15	80.5
GU247133.1	DQ398046.1	91.667	48	4	0	59042	59089	41119	41166	2.10e-11	67.6
GU247133.1	DQ398046.1	91.667	48	4	0	41133	41180	58625	58672	2.10e-11	67.6
GU247133.1	DQ398046.1	93.023	43	1	2	61031	61073	61365	61405	9.75e-10	62.1
GU247133.1	DQ398046.1	97.222	36	0	1	61786	61820	60611	60646	3.51e-09	60.2
AF547430.1	DQ398046.1	99.747	47870	108	4	1	47870	1	47857	0.0	87716
AF547430.1	DQ398046.1	99.942	20578	10	2	48423	68999	47851	68427	0.0	37933
AF547430.1	DQ398046.1	91.765	85	4	2	62122	62203	60868	60952	7.43e-26	115
AF547430.1	DQ398046.1	91.765	85	4	2	61440	61524	61550	61631	7.43e-26	115
AF547430.1	DQ398046.1	89.552	67	5	1	20133	20197	2428	2362	2.09e-16	84.2
AF547430.1	DQ398046.1	89.552	67	5	1	2362	2428	20184	20120	2.09e-16	84.2
AF547430.1	DQ398046.1	86.667	75	7	2	40435	40507	2429	2356	2.71e-15	80.5
AF547430.1	DQ398046.1	87.324	71	7	2	65555	65624	40421	40490	2.71e-15	80.5
AF547430.1	DQ398046.1	86.667	75	7	2	2356	2429	40494	40422	2.71e-15	80.5
AF547430.1	DQ398046.1	87.324	71	7	2	40434	40503	64983	65052	2.71e-15	80.5
AF547430.1	DQ398046.1	91.667	48	4	0	59196	59243	41119	41166	2.11e-11	67.6
AF547430.1	DQ398046.1	91.667	48	4	0	41132	41179	58625	58672	2.11e-11	67.6
AF547430.1	DQ398046.1	93.023	43	1	2	61182	61224	61365	61405	9.82e-10	62.1
AF547430.1	DQ398046.1	97.222	36	0	1	61937	61971	60611	60646	3.53e-09	60.2
